channelId,channelName,assignedLabel,margin,topScore,secondScore,description
UCP0z2BisC_uuJGDk90gs2yA,Arc De Soleil,Unclassified,0,0,0,"- Official channel for Arc De Soleil - 
----------------------------------------
www.arcdesoleil.com
instagram.com/arcdesoleil
www.facebook.com/profile.php?id=61559057244939"
UC-smeLB9AnOTeypr1YyjJ3A,ARTE Concert,Unclassified,0,0,0,
UC1LpsuAUaKoMzzJSEt5WImw,Asianometry,Unclassified,0,0,0,"Video essays on business, economics, and history. Sometimes about Asia, but not always. 

For general mail: hello@asianometry.com
For business inquiries: business@asianometry.com

I don't have an Asianometry Telegram. Don't fall for comment scams on YouTube, please."
UC0N-iKBpHZlhSFu6BqLsHWQ,AV-Ultra,Unclassified,0,0,0,"2010- 2015 I had the opportunities to train several Fortune 500 companies.
Some of my clients include:
Wells Fargo, Kohls, MGM Grand Resorts International, PBS, National Institute of Health, University of Wisconsin, while producing motion graphics for NBC, The Weather Channel.

2015-2018 I worked in the largest operating television studio in the Midwest at PBS Wisconsin in Madison. There I produced hundreds of sponsorship advertisements, and worked on Live and scripted broadcasts, earning an Emmy nomination for an animation created entirely in Unreal Engine 4.

2018-2020 Instructor for MVFX / Demo artist.

What this channel is for:

PROFESSIONAL TRAINING
I believe that everyone deserves to know the basics for free, so Im offering all my introduction training online for free.

TUTORIALS
I specialize in motion graphics, live video, and realtime motion graphics solutions. Things like sign replacements, mattes, tracking, and all things post."
UCHIRBiAd-PtmNxAcLnGfwog,B&H Photo Video Pro Audio,Unclassified,0,0,0,"We love what we do. We are both professional and avid photographers, filmmakers, and audio professionals. We enjoy getting out to explore the world as creators and teachers. On our channel, you’ll see videos, podcasts, and tutorials showing this passion for craft, as well as other artists that love what they do as much as we do.
 
Want to see more of something you love doing, or want to do better? Drop us a line at askbh@bhphoto.com

Head to our B&H Event Space YouTube channel for more seminars! https://bhpho.to/BHEventSpaceYT"
UCXfC0B4gKbYEDYqValFg4Yw,Barry KDP,Unclassified,0,0,0,I help KDP publishers launch and scale profitable books with my  Profitable Publisher System
UCZtDUmC3W7j25XHZWFT_XgQ,BBC Music,Unclassified,0,0,0,"BBC Music brings you the biggest artists in the world from the biggest events.

There's tracks from the legendary festivals like Glastonbury and Reading and Leeds,  sessions from emerging artists with BBC Music Introducing,  performances from the iconic Later… with Jools Holland series, unique performances from Radio 2 as well as moments from all of the other music content from across the BBC.


If you're making music, upload it at bbc.co.uk/introducing and let us hear what you have to offer. Your music could be played on BBC Radio, or you might even be invited to record a session, play live at a festival or perform at one of BBC Introducing's international showcases."
UCBJh1lBd44OGUd5JrHZQvCQ,Best of The Voice,Unclassified,0,0,0,"The best Blind Auditions, Battles and performances of The Voice, all together in one place. 
Which singers made the Coaches turn their red chairs? ✌️"
UCeqky0tc84Ezl0CYMW3xKkA,Best360,Unclassified,0,0,0,"Hey! 👋🤓 I'm Shanil, a London based video creator. My mission is to help you bridge the gap between the technology 📱 and your creativity 💡. So you can make videos that you are truly proud to post on social media 😏."
UCX_gtN8XsErdLPOUkEPaqiA,Blowout Professor,Unclassified,0,0,0,My Recommended Product List ⇢ https://blowoutprofessor.tiny.us/2p827m5j
UCRvnaTGSZQe3xuiZZZVklZA,Bob Moses,Unclassified,0,0,0,"Bob Moses Official YouTube Channel

Instagram: https://www.instagram.com/bobmosesmusic
Facebook: https://www.facebook.com/bobmosesmusic
Twitter: https://www.twitter.com/bobmosesmusic
Twitch: https://www.twitter.com/bobmosesmusic"
UCONzk0OgGQC5HiQ7aEPjYyA,BRF Louisiana,Unclassified,0,0,0,
UC4rlAVgAK0SGk-yTfe48Qpw,BRIGHT SIDE,Unclassified,0,8,8,"Whether you’re into recent discoveries, space exploration, true stories, fitness, fun tests, and riddles, or useful tips for self-improvement, psychology, gadgets, or just your day-to-day routine, there’s something for everyone!

You can expect all that and more coming at you in 3 top-quality videos every single day. If you’ve got a thirst for knowledge that never quits, then join a community of tens of millions and growing! We have a good time, so take your shoes off, kick back, and make yourself at home here on the Bright Side of life!

Good news! We launched a new app for you 👉 http://bit.ly/Bs3App7
Join the world's largest community of good people! 😉

For brand partnership enquires: brands@thesoul-publishing.com"
UCl3lEILSFI3InXa5C__Phug,Cambridge University Cosmology,Unclassified,0,0,0,"The Centre for Theoretical Cosmology (CTC) was established by Professor Stephen Hawking in 2007. It exists to advance the scientific understanding of our Universe, taking forward the vision of its founder. It is part of the Department of Applied Mathematics and Theoretical Physics (DAMTP) at the University of Cambridge.

This channel contains videos intended for a popular audience. For more specialist videos, please see the link below."
UCMJecdKUslHToOEpeuRGwXg,Candyrat Records,Unclassified,0,0,0,Candyrat features extraordinary Guitarists and Composers.
UCx8Thl4BbkOwslTGXzPJx0A,Captain Steeeve,Unclassified,0,0,0,"Follow us on all our social media channels:

FB: Captain Steeeve
Insta: @officialcaptainsteeeve
TikTok: Captain Steeeve"
UCwjvvgGX6oby5mZ3gbDe8Ug,China Insights,Unclassified,0,0,0,"Dear viewers, our program has moved to the new channel “Sound of Hope”! “China Insights” is now renamed “China X-Ray,” bringing you more exciting content. Please subscribe, share, and watch!"
UCrPUg54jUy1T_wII9jgdRbg,Chris Ramsay,Unclassified,0,0,0,"Here you'll find Magic, Puzzles, Vlogs and a combination of all three. For business contact Chrisramsay@spacestation.com"
UCHF66aWLOxBW4l6VkSrS3cQ,Coachella,Unclassified,0,0,0,"April 10-12 & April 17-19, 2026 🪁
2026 Passes are Sold Out"
UC4QZ_LsYcvcq7qOsOhpAX4A,ColdFusion,Unclassified,0,0,0,"Hi, my name is Dagogo Altraide and I create and narrate all the videos on here.
This channel aims to let you experience the cutting edge of the world around us in a relaxed atmosphere.
Learn the captivating stories about how our world came to be and also learn what's happening in the cutting edge today.

--- New Thinking Book written by Dagogo Altraide ---
Learn the stories of those who invented the things we use everyday. This book is rated the 9th best technology history book of all time by Book Authority!
Audio Book: https://goo.gl/p8auh3
Get the book on Amazon US: http://bit.ly/NewThinkingbook
Amazon India Link: https://goo.gl/qJCC1T
Amazon UK link: https://goo.gl/RBxisf
Ebook on Google Play: http://bit.ly/NewThinkingGooglePlay

MERCH:

INTERNATIONAL: https://store.coldfusioncollective.com/
AUSTRALIA: https://shop.coldfusioncollective.com/

Contact | *Business ONLY* dagogo@coldfusioncollective.com

Join the fun on instagram: 

@ColdFusiontv

Facebook | www.facebook.com/coldfusiontv"
UCDUhp92NhqVc0K3jSmWhgvA,Comedy Dynamics,Unclassified,0,0,0,"Comedy Dynamics, a Nacelle company, is the largest independent stand-up comedy production and distribution company. Its independent archive, the largest in existence, is available only on planet Earth."
UCXyqlW3MOTbhpQIMapXMOSQ,Content Creators,Unclassified,0,8,8,ContentCreator.com was founded to help people master the art of shooting and editing videos in the fastest timeframe possible! Not to mention we also love helping creators monetize their skillsets to earn a full-time living online. The brand was founded by Anthony Gallo (@_AnthonyGallo) & Paul Xavier (@MrPaulXavier).
UCpHdE9yhgSuM4FezX8dmbPw,CPA Strength,Unclassified,0,0,0,Accounting For Beginners Playlist #AFB  Accounting Videos / Basic Accounting / I have a mapping system to keep Debits & Credits straight in your head / Tips on the CPA Exam / Powerlifting / living a healthy bodybuilding lifestyle / Quickbooks tips / Exercise /  Eating right and the positive effects it entails. I am A Licensed CPA in the State of Florida.  I am the Strongest CPA in Florida. I have a lot of fun making videos and helping people learn Accounting through concepts that i wish i knew when i was a beginner at Accounting.  I went to Community College at age 31 and 8 years later i have my own Accounting Business and am addicted to YouTube.
UCzOlf72W0G4SJBHu9HxR7ng,Crazy About Life,Unclassified,0,0,0,"Runner and Cyclist, decided to leave bad habits behind and started embracing healthy living. My wife and boy keeps me motivated.

Follow along, hopefully someone out there can be inspired!

Visit www.s4k.co.za to see some of the projects we are busy with.
Any assistance will be highly appreciated.

Follow me on:
Instagram: http://www.instagram.com/luvanbl

WSCP060"
UCNf9HkMqlTFiick46DGXY7g,Damien Cooper,Unclassified,0,0,0,"Cinematography, lighting, dad jokes and all the real life struggles of being in the creative field"
UCA-mWX9CvCTVFWRMb9bKc9w,Dan Martell,Unclassified,0,8,8,"My #1 passion is teaching.

#2 is building AI businesses.

I’ve built and exited 3x tech companies.

Invested in 100+ others.

Spend 98.2% of my time building AI startups at Martell Ventures (AI Venture Studio)

Wrote a WSJ best selling book https://www.BuyBackYourTime.com

Play life full out (wake surfing, snowboarding, mountain biking) at the highest level…

… and I love people and travelling the world with my family training and speaking on the biggest stages.

Oh, and did all that after ending up in jail and rehab at 17 years old.

It’s been a journey to say the least. 

If you want help growing your business, DM me ""Coach"" on Instagram and I'll see if you're a fit.

https://www.instagram.com/danmartell/"
UCw2THyt0iIxN6pdCdL8LA8Q,DangerTV,Unclassified,0,0,0,"Welcome to DangerTV, the most dangerous place on Youtube! We have all of the best reality, documentary series and clips focusing on dangerous jobs, military training, deadly animals, and breathtaking stories of survival. We release new videos weekly and are constantly changing our programming to reflect the very best in Danger entertainment! Get subscribed so you won't miss a thrilling second!

Find DangerTV on Samsung TV Plus Channel 1986
VIZIO WatchFree+ Channel 933
Roku | FireTV | Sling"
UCwjZLzqHYImv4oCJQcZ8Hig,Daniel Schiffer,Unclassified,0,0,0,Let's create.
UCKCS2T2uR_7h4zpVETbcFjg,David Bayer,Unclassified,0,0,0,
UCvixJtaXuNdMPUGdOPcY8Ag,David Pakman Show,Unclassified,0,0,0,"One of the most watched independent progressive programs in the country. Subscribe for daily new clips, interviews, debates, panels, and commentary. The daily video podcast goes live at 9pm Eastern time every weekday, and new clips are posted throughout the day."
UCvKRFNawVcuz4b9ihUTApCg,David Shapiro,Unclassified,0,0,0,Liberate humanity from drudgery.
UCO01dS4TaSRSyOipXEYPL6Q,David Sharpe,Unclassified,0,0,0,"David Sharpe and the Legendary Marketer team deliver one-of-a-kind interviews that won’t be found anywhere else. On our show, Wake Up Legendary, we feature REAL people who’ve got REAL results with their online ventures. It’s hosted LIVE on Facebook every weekday at 10am EST on the Legendary Marketer Facebook Fan Page (legendarymarketer.com/live). All recordings are posted to this channel immediately after the live video has ended."
UCobfgsTVhaIyIRAms-M4JWw,Deep Woods Custom Guitars,Unclassified,0,0,0,
UCbzNcFN7cxA8HO18cTYyTfg,Doctor Mix,Unclassified,0,0,0,"🎹🔥 BECOME A SYNTH GURU — OUT NOW! 🔥🎹  
👉 https://doctormix.com/synthesizer-guru/ 👈  
🚀 Join my video course today & save 25% — early bird ends soon! ⏳ 

43 in-depth lessons • Every type of synthesis • 30+ years of knowledge condensed into one course.
✨ I’m Claudio Passavanti (aka Doctor Mix) – pianist, producer & synth fanatic. On this channel I: 🎛️ Explore the coolest synthesizers in the world 🎶 Recreate & break down iconic tracks 📚 Share insider tips & tutorials on music production
🏆 Broadcasting from my London studio packed with legendary gear, I bring you the sounds, techniques & inspiration to level up your music."
UCL4cw2w7kMcTpsqGMtzs02w,Dub Element,Unclassified,0,0,0,Dub Techno and Deep Progressive Techno Selection.
UCKUSu0zaUcTg0L6Bsxr51og,Editors Keys,Unclassified,0,0,0,"Become a better content creator: https://www.youtube.com/editorskeys?sub_confirmation=1 
https://www.editorskeys.com"
UCskD50ri3723Tk1SkS-qAIA,El Estepario Siberiano,Unclassified,0,0,0,
UCgslJ2VwZHVxw-D095WQ3lQ,Elise Trouw,Unclassified,0,0,0,"Multi-Instrumental Recording Artist
Pearl + Paiste + Vater Endorsed Drummer"
UCN7kH4qcPPPC_KWlX6Ze-Iw,Elizabeth G,Unclassified,0,0,0,
UCVIo_UX--1R03WE_U3I6xEA,Engineered Arts,Unclassified,0,0,0,
UCDjvi-_c_ffte2LaNaE2j8g,F-22 Demo Team,Unclassified,0,0,0,The official YouTube Channel for the F-22 Raptor Demonstration Team.
,----- LOWEST MARGINS: Unclassified -----,,,,
UCaIalqLU0cYvTrc-3rKms1w,3DVista,Unclassified,0,0,0,"Welcome to 3DVista's YouTube channel. Here, you can find video tutorials and short clips with tips and tricks for creating panoramas and multimedia virtual tours with 3DVista software. We will help you throughout the whole process of shooting pictures, stitching them into panoramas and converting them into interactive virtual tours. Have a look!"
UCBgc_s9bZcC7_VPC7Qyegfw,4K Clips And Trailers,Unclassified,0,0,0,"A channel by Shrey Tyagi
Short videos in 4K SDR/HDR10/HLG

➢ There are no false labeling, titles show the correct info of originally uploaded file.
➢ Yes, YouTube supports Dolby 5.1, streaming only supported on TV version of YouTube app.
➢ 8K videos are upscaled versions of high bitrate 4K files and look better on YouTube.
➢ 8K HDR is only supported on devices with HDR and AV01 codec decoding enabled.
➢ Video resolution claims can be verified using YouTube-DL. (Google it!)

For copyrighted content removal and business inquiries: 4k@shreytyagi.com"
UCgGpNbEWsZhrtV_62dsUDpQ,7idea Productions,Unclassified,0,0,0,"7idea Productions captures modern-day railroads in the North America. Big diesel engines, majestic steam locomotives and beautiful scenery combine for a thrilling train watching experience."
UCyxcZgX1wNU-nk1yB9CvzSw,Aaron Parnas,Unclassified,0,0,0,
UCBS1b2TF1uuhAomGYpFio7w,Above Ground Pros,Unclassified,0,0,0,"We have specialized strictly with above ground pools for over 27 years.  Our goal is to help above ground pool owners manage their pool as easy, as perfect, and as cost effective as possible, which is definitely possible for above ground pools.  We have noticed over the years that above ground pool owners seem to be left out in the education of their pool, whereas most of the education comes through the inground pool market.  We aim to help change that."
UC1KmNKYC1l0stjctkGswl6g,After Skool,Unclassified,0,0,0,"We cannot change the world. But we can change ourselves...and that will change the world. The goal of this channel is to empower the individual and deliver profound ideas through art.

Everyone is welcome to contribute. If you have a good idea for an animation please send them to Mark at AfterSkool100@gmail.com"
UCUyDOdBWhC1MCxEjC46d-zw,Alex Hormozi,Unclassified,0,0,0,"Founder Acquisition.com, Co-Founder Skool.com. My new book $100M Money Models is out. [3.6M copies sold] Get yours now at https://go.acq.com"
UCv42RmpB6iwadGz6n818l6w,Alter Bridge,Unclassified,0,0,0,"~ The Official Channel Of Alter Bridge ~

What Lies Within Tour ~
Tickets and VIP Experiences are on sale now at https://alterbridge.com"
UCDBrVr0ttWpoRY-_yZajp2Q,alyankovic,Unclassified,0,0,0,Comedy / Parody / Satire
UCP0z2BisC_uuJGDk90gs2yA,Arc De Soleil,Unclassified,0,0,0,"- Official channel for Arc De Soleil - 
----------------------------------------
www.arcdesoleil.com
instagram.com/arcdesoleil
www.facebook.com/profile.php?id=61559057244939"
UC-smeLB9AnOTeypr1YyjJ3A,ARTE Concert,Unclassified,0,0,0,
UC1LpsuAUaKoMzzJSEt5WImw,Asianometry,Unclassified,0,0,0,"Video essays on business, economics, and history. Sometimes about Asia, but not always. 

For general mail: hello@asianometry.com
For business inquiries: business@asianometry.com

I don't have an Asianometry Telegram. Don't fall for comment scams on YouTube, please."
UC0N-iKBpHZlhSFu6BqLsHWQ,AV-Ultra,Unclassified,0,0,0,"2010- 2015 I had the opportunities to train several Fortune 500 companies.
Some of my clients include:
Wells Fargo, Kohls, MGM Grand Resorts International, PBS, National Institute of Health, University of Wisconsin, while producing motion graphics for NBC, The Weather Channel.

2015-2018 I worked in the largest operating television studio in the Midwest at PBS Wisconsin in Madison. There I produced hundreds of sponsorship advertisements, and worked on Live and scripted broadcasts, earning an Emmy nomination for an animation created entirely in Unreal Engine 4.

2018-2020 Instructor for MVFX / Demo artist.

What this channel is for:

PROFESSIONAL TRAINING
I believe that everyone deserves to know the basics for free, so Im offering all my introduction training online for free.

TUTORIALS
I specialize in motion graphics, live video, and realtime motion graphics solutions. Things like sign replacements, mattes, tracking, and all things post."
UCHIRBiAd-PtmNxAcLnGfwog,B&H Photo Video Pro Audio,Unclassified,0,0,0,"We love what we do. We are both professional and avid photographers, filmmakers, and audio professionals. We enjoy getting out to explore the world as creators and teachers. On our channel, you’ll see videos, podcasts, and tutorials showing this passion for craft, as well as other artists that love what they do as much as we do.
 
Want to see more of something you love doing, or want to do better? Drop us a line at askbh@bhphoto.com

Head to our B&H Event Space YouTube channel for more seminars! https://bhpho.to/BHEventSpaceYT"
UCXfC0B4gKbYEDYqValFg4Yw,Barry KDP,Unclassified,0,0,0,I help KDP publishers launch and scale profitable books with my  Profitable Publisher System
,----- LOWEST MARGINS: Aviation -----,,,,
UC34AYD6is66Xpv6HPRB0Miw,AM/PM Podcast,Aviation,1.6000000000000014,9.600000000000001,8,"Welcome to the AM/PM Podcast Youtube Channel. 

In every corner of the world, people are embracing entrepreneurism. There have never been more opportunities, tools, or methods for building a business that operates on auto-pilot, in the AM and the PM. Join host Tim Jordan as he chats with communities, risk takers and business veterans exploring their stories, journeys and insights. 

Created to get current entrepreneurs, inspiring entrepreneurs or people who just love business, this podcast will dive into business models, financial strategies and income-generating tactics in e-commerce. Get motivated. Get inspired."
UCovVc-qqwYp8oqwO3Sdzx7w,74 Gear,Aviation,9.600000000000001,9.600000000000001,0,"74 Gear / Pilot Kelsey
Boeing 747 Pilot 
All About Aviation 

Join the 74 Crew on Instagram / Twitter:  @74Gear"
UC1s_8hYVql2DuDmwuBt9yJA,Aus Flight Simmer,Aviation,9.600000000000001,9.600000000000001,0,"Welcome to the Aus Flight Simmer channel - This channel is for the everyday flight simmer. This is where we fly, create & inform and entertain.
Weekly content includes: Microsoft Flight Simulator News videos, (yes every week) Stream Wendesday and Saturdays and flight sim reviews from hardware, aircraft to your local aiport."
UCgMQxnLWLE8YSLFnH9SHmHQ,Blaze Grubbs,Aviation,9.600000000000001,9.600000000000001,0,"Welcome to my YouTube Channel! 

I am a 21-year-old multi-engine commercial pilot with an IRA from the Northern California Area. I have experience flying the SF50, PC12, SR22T, DA42 and CJ1. 

My goal with this channel is to help promote general aviation all while hopefully helping others on the way. I am not flight instructor but for me...watching people fly helped me with my flight training! 

Welcome aboard and thanks for watching."
UCrjya2B7Cd1yZWV1liFtnOA,Brian Murray,Aviation,9.600000000000001,9.600000000000001,0,Pilot. Creator. Software Engineer.
UCgJ5K7wWoFlnYC3e8eIxYrA,Drone U,Aviation,9.600000000000001,9.600000000000001,0,"Lower your learning curve and take flight with competence and confidence. From Part 107 instruction to methods of turning your toy (drone) into a tool, Drone U has the largest library of online drone courses.  If you're ready to take flight above and beyond the competition, you can only learn from experienced pilots.  With over a decade of experience, learn to take flight confidently at Drone U."
UC_Oz4jIU_rSmXaBH69kmddw,Johnny Davidson - Drumming & Hang Gliding,Aviation,9.600000000000001,9.600000000000001,0,"Thanks for visiting my YouTube Channel. Please subscribe, like and share. Your support is inspiring!

*Tribute to RUSH - Drum Cover Project available now!

*Also check out some amazing Hang Gliding Flights as well. Enjoy the amazing views as my co-pilot :-)

If you would like to support my channel; please consider sending tips or donations via:
Venmo - @theJohnnyDavidson
PayPal - PayPal.me/TheDavidson5
Cash App - $TheJohnnyDavidson

Please HELP ME beat the evil YouTube algorithm by subscribing, sharing & liking my content.....Thank you and Rock On!"
UCwpHKudUkP5tNgmMdexB3ow,Mentour Pilot,Aviation,22.8,27.6,4.800000000000001,"Welcome aboard, on my channel I will give you my point of view from inside the airline industry! Everything from descriptions of Aviation accidents and Incidents to procedures and hints about how to access the industry will be covered. 
Feel free to suggest content! 
Enjoy!"
,----- LOWEST MARGINS: Photography & Cameras -----,,,,
UCIXKkzlHjD1rUPOLRfJZvrg,Becki and Chris,Photography & Cameras,1.6000000000000014,9.600000000000001,8,"Becki's new channel:https://www.youtube.com/@beckipeckham

We're Becki and Chris, we produce content centered around our home renovation, DIY projects, and vehicle-based adventure filmmaking, creating unique series and films along the way.

Brand partnership inquiries: beckiandchrisvlog@gmail.com
Services: https://www.beckiandchris.com/brands
Social Media: https://www.beckiandchris.com/bclinksyt

___________

Website: http://www.beckiandchris.com
Twitter: https://twitter.com/beckiandchris 
Instagram: https://www.instagram.com/beckiandchris 
Facebook: https://www.facebook.com/beckiandchris 

Our Podcast:
Listen: https://bit.ly/TuxedoTimeSpotify 
Watch: https://www.youtube.com/c/TheTuxedoTimePodcast"
UCLRlryMfL8ffxzrtqv0_k_w,KinoCheck.com,Photography & Cameras,1.6000000000000014,9.600000000000001,8,"KinoCheck – Your Ultimate Movie Destination!

Welcome to KinoCheck, your #1 source for the hottest movie news, trailers, and clips! Stay updated with the latest content from over 250 major distributors, including Disney, Warner Bros., Universal, Paramount, Amazon Prime Video, Apple TV+, Sony Pictures, and many more.

Never miss another trailer or movie highlight — our dedicated team works around the clock to bring you everything from Hollywood blockbusters to indie gems.

Enjoy weekly movie news roundups, exclusive compilations, and original video essays exploring fascinating movie theories, facts, mistakes, and Easter eggs!

🍿 Discover more at https://KinoCheck.com/App and easily find the perfect movie for your next movie night!

Also, don't forget to explore our other channels for more specialized content.

KinoCheck is a registered trademark."
UCq6TJZjUFp877PkgeJkETew,Lester Picker,Photography & Cameras,1.6000000000000014,9.600000000000001,8,"My Youtube channel is designed with thoughtful, passionate photographers in mind. With more than 50 years experience in photography, and numerous teaching awards, my goal is to help you excel. Included here are tips and techniques to help you improve, thought-provoking discussions, and answers to your photography questions. 

I have more than 650 published articles and images in major national magazines, including National Geographic Publications and dozens of others. I am a Moab Master Photographer and am sponsored by Moab Fine Art papers & Canon Large Format printers. I was awarded the prestigious, juried Best Travel Photographer award by Canada Northern Lights. But enough about me. What about YOU? Are you willing to learn, engage and improve? If so, this site, as well as others I recommend, should help. Welcome, and thank you for joining me on this journey to more dramatic, impactful photography!"
UC_lGMZMTN7Oh9DRKV2eaMtg,SPACE DESIGN WAREHOUSE,Photography & Cameras,1.6000000000000014,9.600000000000001,8,"For Business/Sponsorship inquiries - Email me spacedesignwarehouse@gmail.com

Apple Computer Reviews, tech reviews, home networking and some DIY and upgrades/installs.. Also physics and occasional experiments and a bit of edutainment for interesting historical general concepts.  I closely follow the LiDAR sector and specifically a company called Microvision.  

My name is Nicholas Johnson.   

My formal education is in mechanical engineering and math - but I am a photographer @nicholas_james_johnson instagram and I work in the art world designing and installing truss and lighting plans for art fairs around the United States.   

I love computers, and make videos about Apple Silicon, Raspberry Pi 5 and I build PC's."
UC_PYpOA0xGq2-24E3RWyOyw,Drone Canada,Photography & Cameras,3.200000000000001,9.600000000000001,6.4,"Welcome to Drone club Canada,
“We’re obsessed with Drones” Please Subscribe Drone Canada channel. All the newest Drone news will be here. Drone filming is the most popular thing right now. Also aerial mapping, drone search, and rescue. 41 % of law enforcement and fire-fighting fleets fly drones. The drone is also very useful for inspections. So; We are going to make some other videos for you. For example; How to fly a drone? How to do the film by drone? With the latest Drone technology uses. Drone safety. Drone photography so on. Basically, we are trying to make the drone community grow in a safe and secure way.  And please don`t forget to subscribe to our channel.  Thanks. FLY SAFE! Enjoy your sky."
UCUSySH2YjIwsDu2Hx6DWwTA,Jesse Dollemore,Photography & Cameras,3.200000000000001,9.600000000000001,6.4,"Tired of the business-as-usual approach to talking about the news & politics that shape our world? So is Jesse Dollemore! Join him as he discusses today's most impactful topics. Along with periodic guests and on-camera podcast episodes, Jesse tackles the headlines with seriousness and irreverence.

For more from Jesse, check out his podcast, I Doubt It Podcast. A breaking news and current events podcast firmly centered on social justice, incorporating thought-provoking commentary, guest interviews, and listener insights. I Doubt It Podcast can be found anywhere you get podcasts!

Subscribe to the I Doubt It Podcast on iTunes: https://tinyurl.com/pqy7t9l

Sound off with a voicemail: (714) 576-4054

Jesse Dollemore
3321 Georgia Ave NW
Unit 43231
Washington, DC 20010"
UC_7KM3ANRHy2zhQ_zl-C4XQ,Nathan Cool Photo,Photography & Cameras,3.200000000000001,9.600000000000001,6.4,"Real estate photography tutorials, techniques, and industry news."
UCwWhs_6x42TyRM4Wstoq8HA,The Daily Show,Photography & Cameras,3.200000000000001,9.600000000000001,6.4,"Jon Stewart and The Best F**king News Team host The Daily Show, an Emmy and Peabody Award-winning program analyzing the biggest stories in news, politics, and culture through a sharp, satirical lens.

The Daily Show airs weeknights at 11/10c on Comedy Central and is available to stream the next day on Paramount+"
UC1yBKRuGpC1tSM73A0ZjYjQ,The Young Turks,Photography & Cameras,3.200000000000001,9.600000000000001,6.4,"The Young Turks is The Online News Show. Join hosts Cenk Uygur & Ana Kasparian LIVE weekdays 6pm ET/3pm PT.

The Young Turks are fearless in talking about the issues that matter. We are a rare show that combines all of the news that people care about in one place. We cover politics, entertainment, sports, and pop culture; all through a progressive lens.

What does it mean to be a “Young Turk?”

According to the American Heritage Dictionary;
1. Young progressive or insurgent member of an institution, movement, or political party. 
2. Young person who rebels against authority or societal expectations.

Become a member of this channel and share your thoughts and opinions with the hosts live with Super Chats and Super Thanks! Just press the “Join” button to get started and gain access to custom badges and emojis."
UC-U0quP8-RF1pvyCessLg0g,Jake Sloan,Photography & Cameras,4.800000000000001,9.600000000000001,4.800000000000001,"I review and compare cameras, lenses and drones in the harsh Alaskan wilderness.

Taking filmmaking and photography equipment out into the harsh but beautiful Alaskan wilderness I put cameras, lenses, drones and other related equipment to the test to see what survives, what is worth upgrading to, and where they fall apart. I also teach how to use it to capture incredible photos and videos so you can improve your photos and videos no matter where you are."
