id,title,description_snippet,umbrella,subcluster_label,seed,confidence,videoCount
UCJ0uqCI0Vqr2Rrt1HseGirg,The Late Late Show with James Corden,This is the official YouTube channel for The Late Late Show with James Corden on CBS.,Unclassified,,,0,5788
UCMtFAi84ehTSYSE9XoHefig,The Late Show with Stephen Colbert,"Welcome to the official YouTube channel for ""The Late Show with Stephen Colbert""! Weeknights at 11:35pm/10:35c.  Stream …",Unclassified,,,0,12322
UCpYCxV51bykhMY-wSUozQRg,The Lincoln Project,The fight against Trumpism is just beginning.  The Lincoln Project launched with two stated objectives. The first was to…,Unclassified,,,0,2812
UCs9-XIXPfAF465u3OVdMILg,The People's Majority,,Unclassified,,,0,2766
UCiM2ZsguGDiGfsL2sUNatXQ,The Pineapple Thief,Official The Pineapple Thief TV Channel,Unclassified,,,0,46
UC9Ryt3XOGYBoAJVsBHNGDzA,Theoretically Media,"Welcome to Theoretically Media, I'm Tim!   For Sponsor/Partner Inquires: tim@smoothmedia.co  Anything Else: theoreticall…",Unclassified,,,0,311
UCTjDhFuGXlhx9Us0gq0VK2w,Times Radio,"Subscribe today, to stay informed.",Unclassified,,,0,17805
UCsN8M73DMWa8SPp5o_0IAQQ,Tomorrowland,Relive all the magical moments of Tomorrowland all year long.,Unclassified,,,0,2678
UCo33niDKpTpgwZ_dohqvylg,TubeBuddy,"Want to grow, get more views, and subscribers on YouTube? TubeBuddy is a browser extension that adds a layer of amazing …",Unclassified,,,0,970
UC6OICk-ceplUJf4sCN3DMnQ,Tyler Stalman,Talking about the creative tools we use for our professional photo and video production.,Unclassified,,,0,308
UCHnyfMqiRRG1u-2MsSQLbXA,Veritasium,"An element of truth - videos about science, education, and anything else we find interesting.",Unclassified,,,0,460
UC9N2JaiIWYR2GEN1tgHAczA,Vic Firth,"At Vic Firth, we know you're passionate about the world of percussion.  So are we!  As drummers and percussionists, we s…",Unclassified,,,0,3984
UCSrPuHtKbst7Zy8pyWn_3Cg,What's Inside?,We cut open random things to see what's inside. This channel started with a 2nd grade school project to see what was ins…,Unclassified,,,0,332
UCEFZ7yABV_j9Ts3U18pZ1vw,Will Chidlow,Making videos and vlogging to improve my film making and share my progress with you all.,Unclassified,,,0,119
UCeeYm4DCcKiN6hmKBspX8Ig,ZHIYUN-TECH,"Welcome to ZHIYUN, a trailblazer in the dynamic world of gimbals. Our relentless focus on research and development fuels…",Unclassified,,,0,1088
UCY2p6zqx9LcPZci4KNqkEBg,Brad West,"Hi, I'm Brad. I am a video editor and filmmaker, who has been editing for over 15 years. I love helping others to become…",Travel/Vlogs,Other (Travel/Vlogs),Other,0,214
UCMlK5j8VTQHD21a79_cnZxA,Jasmine Hardie,I’m an outdoor enthusiast who aims to inspire you to get out and adventure. Come along on all the fun!,Travel/Vlogs,Other (Travel/Vlogs),Other,1,60
UCFIRm1Fv1VC4DZxmYyvNOTQ,Jeven Dovey,Helping you make better videos and tell interesting stories.  My name is Jeven Dovey.  I’m an adventure Filmmaker and I …,Travel/Vlogs,Other (Travel/Vlogs),Other,1,997
UCJXz-QU2_KU7pSuWr12XTHA,Levi Allen,Adventure films from Levi Allen! Want to work together? Get int touch at http://LeviAllen.com/contact  Want to learn fil…,Travel/Vlogs,Other (Travel/Vlogs),Other,1,559
UCtM-xct7QQx0dL-swaMzYbg,Peter Lindgren,"Welcome to the channel! I usually talk about videography, photography or Final Cut Pro. And occasionally i do a review a…",Travel/Vlogs,Other (Travel/Vlogs),Other,0,676
UCDe08Fs0s0YKJuk5h45csAQ,Polyphia,Your destination for the best video content for all things Polyphia. Subscribe now to be the first to know when we post …,Travel/Vlogs,Other (Travel/Vlogs),Other,0,175
UClgRkhTL3_hImCAmdLfDE4g,YouTube Movies,"YouTube's movies destination featuring the latest new releases, blockbusters and more.",Travel/Vlogs,Other (Travel/Vlogs),Other,0,0
UCaIalqLU0cYvTrc-3rKms1w,3DVista,"Welcome to 3DVista's YouTube channel. Here, you can find video tutorials and short clips with tips and tricks for creati…",Tech & Software,Other (Tech & Software),Other,0,82
UCNJ1Ymd5yFuUPtn21xtRbbw,AI Explained,"Covering the biggest news of the century - the arrival of smarter-than-human AI. The author of Simple Bench, exposing th…",Tech & Software,Other (Tech & Software),Other,0,128
UCwicfou4Ewu-koikmga-bEg,AI In Context,"AI is now everyone's problem. Let me catch you up.  I'm Aric. AI is fast-moving, confusing, and suddenly everywhere. It'…",Tech & Software,Other (Tech & Software),Other,0,16
UC5l7RouTQ60oUjLjt1Nh-UQ,AI Revolution,"The ultimate AI media channel for the greatest advancements in artificial intelligence, where we break down complex conc…",Tech & Software,Other (Tech & Software),Other,0,647
UCED3hlYdD0SlCff7jJ8tF3Q,AI Samson,"I help you to adapt, create, and thrive in the era of AI.  AI is transforming the way we create, work, and live. On this…",Tech & Software,tools,tools,1,786
UCORX3Cl7ByidjEgzSCgv9Yw,Anastasi In Tech,Podcast on the future of technology.  Please double-check that you’ve subscribed — it really helps us keep going. Thank …,Tech & Software,tech,tech,1,92
UCgyvzxg11MtNDfgDQKqlPvQ,AuthenTech - Ben Schmanke,Authentic reviews of Tech = AuthenTech. Exploring innovative and exciting technology.   Business inquiries: yt @ authen.…,Tech & Software,tech,tech,1,1151
UCZRp6-Xvzo_dBFvt9L7y3Qw,Build Great Products,Helping you go from big idea to profitable app with AI. 🚀  For the last 15 years I've been designing digital products an…,Tech & Software,Other (Tech & Software),Other,0,212
UCghY41qySm6IMH9VbRvf9VA,CopyandContentAI,"Imagine AI that’s SO powerful, it writes ALL of your customized sales copy and content FOR YOU (based on your specific c…",Tech & Software,tools,tools,1,209
UC08Fah8EIryeOZRkjBRohcQ,Creator Magic,"Creator Magic explores the latest AI tools and news, with a focus on AI coding. Our videos cover new AI tools, workflow …",Tech & Software,tools,tools,1,162
UCA-mWX9CvCTVFWRMb9bKc9w,Dan Martell,My #1 passion is teaching.  #2 is building AI businesses.  I’ve built and exited 3x tech companies.  Invested in 100+ ot…,Tech & Software,tech,tech,1,2519
UCpPnsOUPkWcukhWUVcTJvnA,Dave Dugdale,"(Updated 2020) I have not published a new video in sometime, but I plan on making more videos again, don't worry I am do…",Tech & Software,Other (Tech & Software),Other,0,469
UCka3OGDqIQnPcuh1DtWcBdw,Epic Tutorials for Mobile Filmmaking + EPIC LUTs,"Master the art of smartphone filmmaking on iPhone and Android with our EPIC tutorials, gear reviews, and color grading t…",Tech & Software,tools,tools,1,169
UCzz4CoEgSgWNs9ZAvRMhW2A,Everything Electric CARS,"Visit our LIVE exhibitions in Australia, the UK, USA, Canada & Europe: https://fullycharged.live/ Check out our sister c…",Tech & Software,tech,tech,1,1066
UConJDkGk921yT9hISzFqpzw,Freethink,"Tech’s Cultural Frontier. Covering the builders, ideas, and innovations shaping society. Changing media with Big Think.",Tech & Software,tech,tech,1,949
UC_RovKmk0OCbuZjA8f08opw,Futurepedia,Learn to leverage AI tools and acquire AI skills to future-proof your life and business.,Tech & Software,tools,tools,1,130
UC_Oz4jIU_rSmXaBH69kmddw,Johnny Davidson - Drumming & Hang Gliding,"Thanks for visiting my YouTube Channel. Please subscribe, like and share. Your support is inspiring!  *Tribute to RUSH -…",Tech & Software,Other (Tech & Software),Other,0,444
UCui4jxDaMb53Gdh-AZUTPAg,Liam Ottley,I’m an AI entrepreneur from New Zealand. In early 2023 I created the 'AI Automation Agency' or 'AAA' model based on my l…,Tech & Software,Other (Tech & Software),Other,0,191
UC6biysICWOJ-C3P4Tyeggzg,Low Level,Videos about cyber security + software security | New videos every week,Tech & Software,Other (Tech & Software),Other,0,327
UCMLtBahI5DMrt0NPvDSoIRQ,Machine Learning Street Talk,MLST is the top technical AI podcast on Spotify. Subscribe now! Welcome! We bring you the latest in advanced AI research…,Tech & Software,Other (Tech & Software),Other,0,301
UCqmjz2x7NffJRMg4mmeDTvg,magicplan,"magicplan is the app every contractor loves. Instantly create and share floor plans, field reports, and estimates with o…",Tech & Software,tech,tech,1,298
UCsPpLcxHv5XJw4Rx5GALUjg,MarketingBlocks AI,"MarketingBlocks is the World’s First Agentic AI Growth Engine built for Experts, Coaches, & Founders.  Imagine having a …",Tech & Software,tools,tools,1,231
UChpleBmo18P08aKCIgti38g,Matt Wolfe,Exploring the capabilities of AI and the latest tech  Discover More: 🛠️ Explore AI Tools & News: https://futuretools.io/…,Tech & Software,tools,tools,0.517,496
UCawZsQWqfGSbCI5yjkdVkTA,Matthew Berman,"Artificial Intelligence (AI), Open Source, Generative Art, AI Art, Futurism, ChatGPT, Large Language Models (LLM), Machi…",Tech & Software,Other (Tech & Software),Other,0,742
UC_pT_Iz6XjuM-eMTlXghdfw,Max the Meat Guy,Check out MaxJerky! 🥩 https://www.maxjerky.com  ————— SUBSCRIBE and RING THE BELL to get notified when I post a video!  …,Tech & Software,Other (Tech & Software),Other,0,700
UCJ9905MRHxwLZ2jeNQGIWxA,Microsoft Mechanics,Apply the newest tech from Microsoft to the work you do every day. Mechanics is Microsoft's official video series for IT…,Tech & Software,tech,tech,1,1119
UC8sibhG707qg5AlVlj5P3mw,Momentum Productions,My name is Josh Morgan and I am a tech nerd! I started my YouTube channel around filmmaking and cameras! Now I focus on …,Tech & Software,tech,tech,1,1081
UC-_eueKsPcJUPnCguEufWPA,Nate's Tech,,Tech & Software,tech,tech,1,0
UCI6GYwCv9ZFkoiUgobwcLzQ,Performance AI,Here at Performance AI we strive to help you get the most out of your Tech.  More than that we are always going to show …,Tech & Software,tech,tech,1,35
UClyyA0EAUcQ34b7jdFn1m_Q,ProCamera,"Welcome to the next dimension in mobile photography. ProCamera is an all-in-one app that features photo, video, and edit…",Tech & Software,Other (Tech & Software),Other,0,30
UCX6c6hTIqcphjMsXbeanJ1g,Prompt Engineer,"Join the AI, AGI, ASI Revolution !  Stay updated with all the latest advancements in the world of Artificial Intelligenc…",Tech & Software,Other (Tech & Software),Other,0,378
UC15W5y0lGyZD7DNIW_VmnyA,Raiv Creative,"We create cinematic, story-driven content entirely with AI — no cameras, no sets, just pure creativity powered by techno…",Tech & Software,tools,tools,1,16
UCxp6k6RQ2oP6EmP0W5_J7-g,RichardTaylorTV,"Final Cut Pro, Post Production, Mobile Filmmaking, Tech,  Humor, Small Engine Yard Tools, Animal Rescue, Pop Culture ema…",Tech & Software,tools,tools,0.517,1164
UCmNAkARqTFvNoyxmFhKTS9Q,Rick Mulready,"Hey, I’m Rick and I'm here to simplify AI and share everything I know, and am learning along the way, about how you can …",Tech & Software,tools,tools,1,61
UC0FBv8ckxw1hrZxbUm3G7hA,Rob The AI Guy,"On this channel I'll be teaching you how to use AI to increase your productivity, to make more money online and overall …",Tech & Software,Other (Tech & Software),Other,0,202
UCwSozl89jl2zUDzQ4jGJD3g,Skill Leap AI,"👇 Stay on the cutting edge of AI!  I share the latest AI tools, models, and tips with easy tutorials and reviews.  🎓 Lea…",Tech & Software,tools,tools,1,296
UCdngmbVKX1Tgre699-XLlUA,TechWorld with Nana,"Helping millions of engineers to advance their careers with DevOps & Cloud education 💙  I create new videos every month,…",Tech & Software,Other (Tech & Software),Other,0,139
UCHhYXsLBEVVnbvsq57n1MTQ,The AI Advantage,Build Your AI Toolkit: Practical Tutorials & Weekly Updates You'll Actually Use,Tech & Software,Other (Tech & Software),Other,0,611
UCKelCK4ZaO6HeEI1KQjqzWA,The AI Daily Brief: Artificial Intelligence News,Daily videos that help you understand the most important news and discussions in AI.   Listen to the AI Daily Brief as a…,Tech & Software,Other (Tech & Software),Other,0,1172
UCeAKdCMMS4I9waww0LDLqng,The Nerdy Novelist,The Nerdy Novelist is a channel about using AI and other author-related software to take the load off your shoulders so …,Tech & Software,Other (Tech & Software),Other,0,362
UC7kCeZ53sli_9XwuQeFxLqw,Ticker Symbol: YOU,"Investing in innovation starts with understanding it.  My name is Alex. Before becoming a full-time investor, I spent 8 …",Tech & Software,Other (Tech & Software),Other,0,359
UCRe2W-32N-_uStDULAEdyKA,Topaz Labs,Developer of image enhancement software based on proprietary technology. Visit http://www.topazlabs.com for more informa…,Tech & Software,Other (Tech & Software),Other,0,753
UCqcbQf6yw5KzRoDDcZ_wBSw,Wes Roth,"Artificial Intelligence, AI, Machine Learning, Google DeepMind, OpenAI, ChatGPT, Anthropic, Tech, Coding, AI News, Large…",Tech & Software,tech,tech,1,658
UC1KmNKYC1l0stjctkGswl6g,After Skool,We cannot change the world. But we can change ourselves...and that will change the world. The goal of this channel is to…,News & Commentary,world,world,1,233
UC3N1BvkmnYWqa3SSthhzReA,Allan Walls Photography,The Allan Walls Photography channel is all about helping ordinary people get the very most out of their photography. Vid…,News & Commentary,all,all,1,574
UCHIRBiAd-PtmNxAcLnGfwog,B&H Photo Video Pro Audio,"We love what we do. We are both professional and avid photographers, filmmakers, and audio professionals. We enjoy getti…",News & Commentary,world,world,1,5272
UCQbfC3DLce4TYulsmwf2lzQ,Ben Halsall: Final Cut Pro & Adobe Tutorials,"I am a videographer, editor, university instructor & teach Final Cut Pro & Adobe workshops across Canada.  Videos are of…",News & Commentary,world,world,1,631
UCOWF2oK605qOVfkCy3we32g,BFBS Forces News,Welcome to Forces News!  If you enjoy our videos don’t forget to give them a like 👍 and subscribe to our YouTube channel…,News & Commentary,news,news,1,7475
UCQANb2YPwAtK-IQJrLaaUFw,Brian Tyler Cohen,Brian Tyler Cohen is one of the most viewed independent progressive political hosts on YouTube. Subscribe for daily brea…,News & Commentary,news,news,1,5929
UC4rlAVgAK0SGk-yTfe48Qpw,BRIGHT SIDE,"Whether you’re into recent discoveries, space exploration, true stories, fitness, fun tests, and riddles, or useful tips…",News & Commentary,all,all,0.395,10470
UC83jt4dlz1Gjl58fzQrrKZg,CNA,"Welcome to the official CNA YouTube channel.  Based in Singapore, CNA covers global developments with an Asian perspecti…",News & Commentary,news,news,1,47699
UCrk7jhruZVuLshUNh1qUi4g,COGconnected,"COGconnected is your go to spot for news, reviews, videos, previews and editorials on all things gaming with a little ge…",News & Commentary,all,all,0.717,2367
UC4QZ_LsYcvcq7qOsOhpAX4A,ColdFusion,"Hi, my name is Dagogo Altraide and I create and narrate all the videos on here. This channel aims to let you experience …",News & Commentary,all,all,0.575,542
UCy6Q9UCG7Wa-N7nht2BFrHA,CSI Starbase,Thanks for checking out CSI Starbase on YouTube!  CSI Starbase is the Daily Show of Starship news.  Our goal is to explo…,News & Commentary,news,news,1,58
UCkUaT0T03TJvafYkfATM2Ag,Daily Stoic,"Stoicism for everyday life.   For those of us who live our lives in the real world, there is one branch of philosophy cr…",News & Commentary,world,world,1,3745
UCvixJtaXuNdMPUGdOPcY8Ag,David Pakman Show,"One of the most watched independent progressive programs in the country. Subscribe for daily new clips, interviews, deba…",News & Commentary,Other (News & Commentary),Other,0,40735
UC8wXC0ZCfGt3HaVLy_fdTQw,Digital Trends,Welcome to the official Digital Trends YouTube channel! Digital Trends was founded in 2006 with a simple mission: Give r…,News & Commentary,world,world,0.652,7506
UC_PYpOA0xGq2-24E3RWyOyw,Drone Canada,"Welcome to Drone club Canada, “We’re obsessed with Drones” Please Subscribe Drone Canada channel. All the newest Drone n…",News & Commentary,all,all,0.559,109
UCknLrEdhRCp1aegoMqRaCZg,DW News,Journalism that’s Made for Minds. Follow us for global news and analysis from the heart of Europe. DW News delivers the …,News & Commentary,news,news,0.81,42368
UC_Se32jLBjnOuftl1u3zfLw,Fluctus,Fluctus is a website and YouTube channel dedicated to sea geeks. Whenever you are curious or an incorrigible lover of th…,News & Commentary,world,world,1,1201
UCrWmonkmTk5NbvmVnc7f70w,Glenn Kirschner,"Glenn Kirschner brings analysis and insight to legal issues of the day, drawing from his 30 years as a federal prosecuto…",News & Commentary,all,all,0.559,2099
UCnbKOlm6H9njgmN-Yil90Rg,Heather Cox Richardson,Heather Cox Richardson is a political historian who uses facts and history to make observations about contemporary Ameri…,News & Commentary,Other (News & Commentary),Other,0,413
UCFQgi22Ht00CpaOQLtvZx2A,ITV News,ITV News has been providing trusted and impartial news for more than 60 years. On our YouTube channel you'll find the be…,News & Commentary,news,news,0.81,25206
UCMb0O2CdPBNi-QqPk5T3gsQ,James Hoffmann,"Hi! My name is James, and I make videos about anything and everything to do with coffee, occasionally food and sometimes…",News & Commentary,world,world,1,390
UCZG-C5esGZyVfxO2qXa1Zmw,Jared Polin,Are you looking to take better photos? Are you not sure how to use your camera or simply want to pick up a few photograp…,News & Commentary,all,all,0.395,3796
UC7Y1wd4-c4H2Cl0lAuNvJ-Q,jaybyrdfilms,"JayByrd Films is a global leading Aerial Production Company. We specialize in all things drones; including heavylift, ae…",News & Commentary,all,all,0.73,253
UCUSySH2YjIwsDu2Hx6DWwTA,Jesse Dollemore,Tired of the business-as-usual approach to talking about the news & politics that shape our world? So is Jesse Dollemore…,News & Commentary,news,news,0.681,5044
UCmGSJVG3mCRXVOP4yZrU1Dw,Johnny Harris,Independent journalist making videos that help you better understand the world Support my work here: https://www.patreon…,News & Commentary,world,world,1,486
UCqq3PZwp8Ob8_jN0esCunIw,Just For Laughs,"JustForLaughs Comedy, the official YouTube Channel of the Just For Laughs Comedy Festival. What's Just For Laughs? Oh, j…",News & Commentary,world,world,1,2281
UCLRlryMfL8ffxzrtqv0_k_w,KinoCheck.com,"KinoCheck – Your Ultimate Movie Destination!  Welcome to KinoCheck, your #1 source for the hottest movie news, trailers,…",News & Commentary,news,news,1,7881
UCz8K1occVvDTYDfFo7N5EZw,Law&Crime Network,"Law & Crime is the leading multi-platform network that covers live court video, high-profile criminal trials, crazy crim…",News & Commentary,news,news,0.516,29755
UCJgZJZZbnLFPr5GJdCuIwpA,Legal AF,"Welcome to the Legal AF channel where, as part of the MeidasTouch Network, we curate breaking news stories combined with…",News & Commentary,all,all,0.559,3105
UC-6LDZDGRvS8XH9O8An4kEg,Live Your Message with Marisa Murgatroyd,"Hi, I'm Marisa Murgatroyd. Welcome to my channel! I’ve coached and supported tens of thousands of people -- from side hu…",News & Commentary,world,world,1,420
UCM05jgFNwoeXvWfO9GuExzA,Luke Beasley,The Luke Beasley Show is a political humor and commentary program! Videos posted daily.   Want to support what we do and…,News & Commentary,Other (News & Commentary),Other,0,5069
UCknsp0YMH7BwVes8_bwWpnw,Mark Harrison,"Welcome to my channel!   When browsing my channel, I hope you'll be motivated to  experience the world, try new things, …",News & Commentary,world,world,1,570
UCSzRlpPbZTA6b8weTKnSHlA,Mary Trump Media,You might know Donald Trump as the authoritarian conman wrecking the country from the Oval Office. Mary Trump just knows…,News & Commentary,news,news,1,1205
UC9r9HYFxEQOBXSopFS61ZWg,MeidasTouch,"The fastest growing independent news network in the world. We cover breaking news, politics, law and more. We are unapol…",News & Commentary,news,news,0.681,18421
UCFtEEv80fQVKkD4h1PF-Xqw,Microsoft,Our mission is to empower every person and every organization on the planet to achieve more.  Subscribe to Microsoft's o…,News & Commentary,all,all,0.575,1599
UCh35n5aqG8fF2tXXEtDd0EQ,Military News,,News & Commentary,news,news,1,217
UCaXkIU1QidjPwiAYu6GcHjg,MSNBC,"The official MSNBC YouTube Channel. MSNBC is the premier destination for in-depth analysis of the news, insightful polit…",News & Commentary,news,news,1,103518
UC0Z-E_L3z_JLVNuFoS8fefA,National Park Diaries,"Parks and Conservation Explainers.  National Park Diaries is your home for meaningful, educational stories about Nationa…",News & Commentary,all,all,0.67,183
UCtYKe7-XbaDjpUwcU5x0bLg,neo,"Neo creates educational short documentaries about topics ranging from politics, geography, media, society, and more.",News & Commentary,Other (News & Commentary),Other,0,78
UCjHz5SVHeMT0AViCYZvsGDA,NOVA PBS Official,Blowing your mind since 1974.    NOVA is the most-watched primetime science series on television reaching an average of …,News & Commentary,world,world,1,1305
UC0XRm3cLtvjjceli-Oa1X2Q,ONSCENE TV,OnScene.TV is a team composed of highly dedicated photojournalists covering breaking news stories.   ONSCENE TV COVERS: …,News & Commentary,news,news,0.612,8020
UCwpRQ_NrBJvGlwCG__qy9Og,Ordinary Filmmaker,"I'm just a guy that films, talks, and walks on ordinary ground. My vision is to deliver new,. rumours, informative revie…",News & Commentary,all,all,0.559,1818
UCrRttZIypNTA1Mrfwo745Sg,Paramount Plus,Now this is peak streaming.  The stars have aligned! Paramount+ is the streaming home of SHOWTIME®. Get the Paramount+ P…,News & Commentary,news,news,1,92054
UCaPZyvqGjmxdTUYhyf1zEkQ,Peter Leyden,Peter Leyden is an expert on new technologies and trends shaping the future.    Leyden worked for a series of innovative…,News & Commentary,world,world,1,79
UCKRoXz3hHAu2XL_k3Ef4vJQ,Pod Save America,"Pod Save America is a no-bullshit conversation about politics hosted by former Obama aides Jon Favreau, Jon Lovett, Dan …",News & Commentary,news,news,0.516,3100
UCbU6Rve0XMNZ2a2yaYgjlTA,Pondering Politics,"I'm Jessiah, an American politics geek who wants to see more progressive policy, a more ruthless Democratic Party, and t…",News & Commentary,Other (News & Commentary),Other,0,3142
UCMOqf8ab-42UUQIdVoKwjlQ,Practical Engineering,"Practical Engineering is all about infrastructure and the human-made world around us. It is hosted, written, and produce…",News & Commentary,world,world,0.597,226
UCpJ7ZS8hK-IOeciv952Xhug,Really American,"Grassroots independent news network covering breaking news, current events, politics, and culture. Join our Really Ameri…",News & Commentary,news,news,1,3362
UCblfuW_4rakIf2h6aqANefA,Red Bull,"Experience the world of Red Bull like you have never seen it before, with the best action sport videos on YouTube.  You …",News & Commentary,world,world,1,6719
UC50lv4EYY1N1_-B495meX8w,SketchUp,"SketchUp users are architects, designers, builders, makers and engineers. They are the people who shape the physical wor…",News & Commentary,world,world,1,2219
UCU-dblTpSJE0KkvHnj323LA,Space SPAN (Space Policy and News),Space policy and politics.  Visit our blog at www.spaceksc.com.,News & Commentary,news,news,1,893
UCMV3aTOwUtG5vwfH9_rzb2w,Spark,"Welcome to Spark, the home of science, tech, engineering and more. We will be uploading award-winning documentaries and …",News & Commentary,world,world,1,1003
UCj1VqrHhDte54oLgPG4xpuQ,Stuff Made Here,I've been building things for as long as I can remember. It all started when my dad exposed me to plastic model building…,News & Commentary,all,all,0.575,38
UCyH3IAelkUFM0u6Iacx22lA,Tears For Fears,"Tears for Fears were always more ambitious than the average synth pop group. From the beginning, the duo of Roland Orzab…",News & Commentary,world,world,1,57
UCG4Hp1KbGw4e02N7FpPXDgQ,The Bulwark,The Bulwark was founded to provide analysis and reporting in defense of America’s liberal democracy.  That’s it. That’s …,News & Commentary,news,news,1,7380
UCGB-czkAt6nLd3UrQ1eD0uw,The Chris Cuomo Project,The Chris Cuomo Project is the official podcast of award-winning veteran broadcast journalist Chris Cuomo. Chris’ indepe…,News & Commentary,all,all,1,551
UCwWhs_6x42TyRM4Wstoq8HA,The Daily Show,"Jon Stewart and The Best F**king News Team host The Daily Show, an Emmy and Peabody Award-winning program analyzing the …",News & Commentary,news,news,1,7819
UC7Q4rvzJDbHeBHYk5rnvZeA,The Humanist Report,The Humanist Report is a video + audio podcast. This channel disseminates sociopolitical and religious news stories that…,News & Commentary,news,news,1,6159
UCiWsyCYUN4QDgpL-2PGPckg,The Parallel Truth,The Parallel Truth offers educational mini documentary style videos to address curious minds. We will be unfolding myste…,News & Commentary,Other (News & Commentary),Other,0,86
UCAPciy143ZBXBrFpCVPnWDg,The Randall Carlson,"Welcome. Here, we explore the profound mysteries of our world—where science, symbolism, and ancient wisdom converge. I'm…",News & Commentary,world,world,1,1213
UCIzXayRP7-P0ANpq-nD-h5g,The Sun,"Get the latest news, exclusives, sport, celebrities, showbiz, politics, business and lifestyle from The Sun.",News & Commentary,news,news,1,28543
UCJjAIBWeY022ZNj_Cp_6wAw,The Tesla Space,"Welcome to the Tesla Space, where we share the latest news, rumors, and insights into all things Tesla, Space X, Elon Mu…",News & Commentary,news,news,0.542,597
UC1yBKRuGpC1tSM73A0ZjYjQ,The Young Turks,The Young Turks is The Online News Show. Join hosts Cenk Uygur & Ana Kasparian LIVE weekdays 6pm ET/3pm PT.  The Young T…,News & Commentary,all,all,0.559,69160
UC-8ywcgWTF2gMiPtrycZIcw,Time Bomb,"Welcome to timeBomb! If there's a water crisis impacting the U.S., I'm here to tell you the inside story.  Having retire…",News & Commentary,Other (News & Commentary),Other,0,62
UC88lvyJe7aHZmcvzvubDFRg,Timeline - World History Documentaries,Welcome to Timeline - the home of world history. Every week we'll be bringing you one-off documentaries and series from …,News & Commentary,world,world,1,1227
UCEgYhf84VjXDz-W7a9-rdCQ,Two Bit da Vinci,"I'm Ricky, This is Two Bit da Vinci, an engineer's guide to the galaxy. Join us as we break down the complex stories sha…",News & Commentary,all,all,0.575,473
UCWF0PiUvUi3Jma2oFgaiX2w,VICE TV,"The TV channel from VICE.   Transparent, visceral and unfiltered. VICE's original, immersive docu-style content is the d…",News & Commentary,world,world,1,2367
UC6nSFpj9HTCZ5t-N3Rm3-HA,Vsauce,Our World is Amazing.,News & Commentary,world,world,1,609
UCuqdsYT5rFqw0L5oO_HwvgA,WarLeaks - Military Blog,"WarLeaks - Military Blog is an independent, educational and documentary military channel for military enthusiasts from a…",News & Commentary,all,all,0.575,647
UCaWd5_7JhbQBe4dknZhsHJg,WatchMojo.com,"We bring you top 10 lists across a variety of topics, including Music, TV, Film, and Video Games. With 6 or more fresh l…",News & Commentary,news,news,1,31041
UC_gUM8rL-Lrg6O3adPW9K1g,WION,"WION -The World is One News, examines global issues with in-depth analysis. We provide much more than the news of the da…",News & Commentary,world,world,0.61,233813
UCsy9I56PY3IngCf_VGjunMQ,Zeihan on Geopolitics,"Welcome to the Zeihan on Geopolitics YouTube Channel. Geopolitical Strategist Peter Zeihan is a global energy, demograph…",News & Commentary,all,all,1,926
UC-smeLB9AnOTeypr1YyjJ3A,ARTE Concert,,Music & Musicians,Other (Music & Musicians),Other,0,1453
UCZtDUmC3W7j25XHZWFT_XgQ,BBC Music,BBC Music brings you the biggest artists in the world from the biggest events.  There's tracks from the legendary festiv…,Music & Musicians,music,music,1,6608
UCC4vs_6IdURyXrwYa74k-jw,Blues Lounge,Blues Lounge channel is official music channel for a band performing under one alias - Brian Grey. The band first formed…,Music & Musicians,band,band,0.487,371
UCxNZMlrLOGO88BnFwNYgEEA,Bobby Bass,"Hey! I'm Bobby Bass, a musician who's passionate about music and loves to create unique and creative arrangements. I'm g…",Music & Musicians,music,music,1,203
UCAG3VrzHOmnNjrDeOpcZfFQ,Brooke C,Playing along to some of my favorite songs on here! Thanks for stopping by! Don’t forget to subscribe to see more drum c…,Music & Musicians,Other (Music & Musicians),Other,0,158
UCoUM-UJ7rirJYP8CQ0EIaHA,Bruno Mars,"The official YouTube channel of Bruno Mars.   Subscribe for the latest official music videos, live performances, officia…",Music & Musicians,music,music,1,104
UC6MvbqzzXu9E6SWM2Jf-g_Q,Calum Graham Music,This Canadian fingerstyle guitarist has enthralled millions of listeners around the world with his signature playing sty…,Music & Musicians,music,music,1,128
UC_hOdGU7CK_jfckv2C6kmFA,Chill Guitar Music,"🎸 Chill Guitar Music is your go-to destination for smooth jazz, chillhop, and jazzhop, featuring relaxing guitar solos b…",Music & Musicians,music,music,0.56,75
UCKvKjZ3l9azWz4F49q2R3tQ,Coffee Relaxing Jazz,All music in this video and on this channel is original music by Coffee Relaxing Jazz.,Music & Musicians,jazz,jazz,0.647,130
UCtkcJMyK1F46NJ5WjX7hBSw,Dead Wax,"Musicians nerding out to great music. Hosts Jack Conte (Scary Pockets, Pomplamoose, CEO of Patreon) and Ryan Lerman (Sca…",Music & Musicians,music,music,1,142
UCPSu8IosaYxsVx5TOGFtjCg,Dirty Loops,Official YouTube Dirty Loops Band Page  Check out our shows & other stuff at www.dirty-loops.com,Music & Musicians,band,band,1,31
UCbzNcFN7cxA8HO18cTYyTfg,Doctor Mix,🎹🔥 BECOME A SYNTH GURU — OUT NOW! 🔥🎹   👉 https://doctormix.com/synthesizer-guru/ 👈   🚀 Join my video course today & save…,Music & Musicians,music,music,1,1335
